file_a,file_b,dhash_hamming,ssim_64
train/benign/benign (255)-sharpened.jpg,train/benign/benign (277)-sharpened.jpg,2,0.996935
train/benign/benign (255)-sharpened.jpg,train/benign/benign (277).png,2,0.967899
train/benign/benign (255)-sharpened.png,train/benign/benign (277)-sharpened.jpg,2,0.997269
train/benign/benign (255)-sharpened.png,train/benign/benign (277).png,2,0.968002
train/benign/benign (255).png,train/benign/benign (277)-sharpened.png,2,0.962937
train/benign/benign (256)-rotated1-sharpened.png,train/benign/benign (256)-rotated2-rotated1.png,2,0.927803
train/benign/benign (256)-rotated1.png,train/benign/benign (256)-rotated2.jpg,2,0.987428
train/benign/benign (256)-rotated2-sharpened.png,train/benign/benign (256)-sharpened-sharpened.png,2,0.926765
train/benign/benign (256)-rotated2.png,train/benign/benign (256)-sharpened.jpg,2,0.946027
train/benign/benign (256)-rotated2.png,train/benign/benign (256)-sharpened.png,2,0.947480
train/benign/benign (256)-sharpened.jpg,train/benign/benign (256).png,2,0.957537
train/benign/benign (256)-sharpened.png,train/benign/benign (256).png,2,0.958674
train/benign/benign (257)-rotated1-sharpened.png,train/benign/benign (257)-rotated1.png,2,0.958380
train/benign/benign (257)-rotated2.jpg,train/benign/benign (257)-sharpened-rotated2.png,2,0.958097
train/benign/benign (259)-rotated1-rotated1.png,train/benign/benign (280)-rotated1-sharpened.png,2,0.863401
train/benign/benign (259)-rotated1.jpg,train/benign/benign (259)-rotated1.png,2,0.998338
train/benign/benign (259)-rotated1.jpg,train/benign/benign (259)-sharpened-rotated1.png,2,0.954553
train/benign/benign (259)-rotated1.jpg,train/benign/benign (259).png,2,0.997697
train/benign/benign (259)-rotated1.jpg,train/benign/benign (280)-rotated2.jpg,2,0.925963
train/benign/benign (259)-rotated1.jpg,train/benign/benign (280)-sharpened-rotated1.png,2,0.875705
train/benign/benign (259)-rotated1.jpg,train/benign/benign (280).png,2,0.922516
train/benign/benign (259)-rotated1.png,train/benign/benign (259)-sharpened-rotated2.png,2,0.973162
train/benign/benign (259)-rotated1.png,train/benign/benign (259)-sharpened.jpg,2,0.973223
train/benign/benign (259)-rotated1.png,train/benign/benign (259)-sharpened.png,2,0.973162
train/benign/benign (259)-rotated1.png,train/benign/benign (280)-rotated1-rotated1.png,2,0.927342
train/benign/benign (259)-rotated1.png,train/benign/benign (280)-rotated1.png,2,0.929429
train/benign/benign (259)-rotated2-rotated1.png,train/benign/benign (259)-rotated2.png,2,0.994059
train/benign/benign (259)-sharpened-rotated1.png,train/benign/benign (280)-rotated1-rotated1.png,2,0.891654
train/benign/benign (259)-sharpened-rotated1.png,train/benign/benign (280)-rotated1.png,2,0.882615
train/benign/benign (259)-sharpened-rotated2.png,train/benign/benign (259).png,2,0.978060
train/benign/benign (259)-sharpened-rotated2.png,train/benign/benign (280)-rotated2.jpg,2,0.905770
train/benign/benign (259)-sharpened-rotated2.png,train/benign/benign (280).png,2,0.906478
train/benign/benign (259)-sharpened.jpg,train/benign/benign (259).png,2,0.978125
train/benign/benign (259)-sharpened.jpg,train/benign/benign (280)-rotated2.jpg,2,0.906164
train/benign/benign (259)-sharpened.jpg,train/benign/benign (280).png,2,0.906939
train/benign/benign (259)-sharpened.png,train/benign/benign (259).png,2,0.978060
train/benign/benign (259)-sharpened.png,train/benign/benign (280)-rotated2.jpg,2,0.905770
train/benign/benign (259)-sharpened.png,train/benign/benign (280).png,2,0.906478
train/benign/benign (259).png,train/benign/benign (280)-rotated1-rotated1.png,2,0.925164
train/benign/benign (259).png,train/benign/benign (280)-rotated1.png,2,0.927415
train/benign/benign (260)-rotated2.jpg,train/benign/benign (281)-rotated1-rotated2.png,2,0.854110
train/benign/benign (260)-sharpened-sharpened.png,train/benign/benign (260).png,2,0.914840
train/benign/benign (260)-sharpened-sharpened.png,train/benign/benign (281)-sharpened-sharpened.png,2,0.757895
train/benign/benign (260)-sharpened.png,train/benign/benign (260).png,2,0.971445
train/benign/benign (260)-sharpened.png,train/benign/benign (281)-sharpened-sharpened.png,2,0.753198
train/benign/benign (260).png,train/benign/benign (281)-sharpened-sharpened.png,2,0.746418
train/benign/benign (260).png,train/benign/benign (281)-sharpened.jpg,2,0.797166
train/benign/benign (260).png,train/benign/benign (281)-sharpened.png,2,0.796823
train/benign/benign (261)-rotated2-rotated1.png,train/benign/benign (261)-rotated2-sharpened.png,2,0.891988
train/benign/benign (261)-sharpened-rotated2.png,train/benign/benign (261).png,2,0.961323
train/benign/benign (261)-sharpened.jpg,train/benign/benign (261).png,2,0.960330
train/benign/benign (261)-sharpened.png,train/benign/benign (261).png,2,0.961323
train/benign/benign (262)-rotated1-sharpened.png,train/benign/benign (262)-sharpened-rotated1.png,2,0.986438
train/benign/benign (262)-rotated1.jpg,train/benign/benign (262)-rotated2-sharpened.png,2,0.934405
train/benign/benign (262)-rotated1.jpg,train/benign/benign (262)-rotated2.jpg,2,0.996308
train/benign/benign (262)-rotated1.jpg,train/benign/benign (262)-sharpened.jpg,2,0.934777
train/benign/benign (262)-rotated1.jpg,train/benign/benign (262)-sharpened.png,2,0.934405
train/benign/benign (262)-rotated1.png,train/benign/benign (262)-sharpened-rotated1.png,2,0.929983
train/benign/benign (262)-rotated2-rotated1.png,train/benign/benign (262)-rotated2-sharpened.png,2,0.933390
train/benign/benign (262)-rotated2-rotated1.png,train/benign/benign (262)-rotated2.jpg,2,0.996411
train/benign/benign (262)-rotated2-rotated1.png,train/benign/benign (262)-sharpened.jpg,2,0.933695
train/benign/benign (262)-rotated2-rotated1.png,train/benign/benign (262)-sharpened.png,2,0.933390
train/benign/benign (262)-rotated2.png,train/benign/benign (262)-sharpened-rotated2.png,2,0.944696
train/benign/benign (263)-rotated1-sharpened.png,train/benign/benign (263)-rotated2.png,2,0.944907
train/benign/benign (263)-rotated1.jpg,train/benign/benign (263)-sharpened.png,2,0.947256
train/benign/benign (263)-rotated2-sharpened.png,train/benign/benign (263)-sharpened.jpg,2,0.996418
train/benign/benign (263)-rotated2-sharpened.png,train/benign/benign (278)-sharpened.jpg,2,0.966749
train/benign/benign (263)-rotated2-sharpened.png,train/benign/benign (278)-sharpened.png,2,0.967502
train/benign/benign (263)-rotated2.jpg,train/benign/benign (278).png,2,0.977915
train/benign/benign (263)-sharpened.jpg,train/benign/benign (278)-sharpened.jpg,2,0.971051
train/benign/benign (263)-sharpened.jpg,train/benign/benign (278)-sharpened.png,2,0.971715
train/benign/benign (263).png,train/benign/benign (278)-rotated1.png,2,0.979124
train/benign/benign (263).png,train/benign/benign (278)-rotated2.jpg,2,0.976338
train/benign/benign (263).png,train/benign/benign (278)-rotated2.png,2,0.979124
train/benign/benign (263).png,train/benign/benign (278)-sharpened.jpg,2,0.942837
train/benign/benign (263).png,train/benign/benign (278)-sharpened.png,2,0.943429
train/benign/benign (264)-rotated1.jpg,train/benign/benign (264)-sharpened.jpg,2,0.945097
train/benign/benign (264)-rotated1.jpg,train/benign/benign (264)-sharpened.png,2,0.945033
train/benign/benign (264)-rotated1.png,train/benign/benign (264)-sharpened-sharpened.png,2,0.889365
train/benign/benign (264)-rotated1.png,train/benign/benign (264).png,2,0.999372
train/benign/benign (264)-sharpened-sharpened.png,train/benign/benign (264).png,2,0.899951
train/benign/benign (265)-sharpened-rotated2.png,train/benign/benign (265)-sharpened.jpg,2,0.997577
train/benign/benign (265)-sharpened-rotated2.png,train/benign/benign (265)-sharpened.png,2,0.997560
train/benign/benign (265)-sharpened-rotated2.png,train/benign/benign (265).png,2,0.976904
train/benign/benign (266)-rotated1-rotated1.png,train/benign/benign (279)-rotated2-sharpened.png,2,0.938793
train/benign/benign (266)-rotated1-rotated1.png,train/benign/benign (279)-sharpened-rotated1.png,2,0.934006
train/benign/benign (266)-rotated1-rotated2.png,train/benign/benign (266)-rotated2-rotated2.png,2,0.994972
train/benign/benign (266)-rotated1.jpg,train/benign/benign (266)-sharpened-rotated2.png,2,0.961775
train/benign/benign (266)-rotated1.jpg,train/benign/benign (279)-sharpened-rotated2.png,2,0.938792
train/benign/benign (266)-rotated1.png,train/benign/benign (266)-sharpened-rotated2.png,2,0.964446
train/benign/benign (266)-rotated1.png,train/benign/benign (279)-sharpened-rotated2.png,2,0.939594
train/benign/benign (266)-rotated2.jpg,train/benign/benign (266)-sharpened-rotated2.png,2,0.964751
train/benign/benign (266)-rotated2.jpg,train/benign/benign (279)-sharpened-rotated2.png,2,0.940139
train/benign/benign (266)-rotated2.png,train/benign/benign (279)-rotated2.jpg,2,0.976853
train/benign/benign (266)-sharpened-rotated1.png,train/benign/benign (266)-sharpened-rotated2.png,2,0.981550
train/benign/benign (266)-sharpened-rotated1.png,train/benign/benign (279)-sharpened-rotated2.png,2,0.952185
train/benign/benign (266)-sharpened-sharpened.png,train/benign/benign (266)-sharpened.jpg,2,0.949642
train/benign/benign (266)-sharpened-sharpened.png,train/benign/benign (266)-sharpened.png,2,0.950377
train/benign/benign (266)-sharpened-sharpened.png,train/benign/benign (266).png,2,0.862557
train/benign/benign (266)-sharpened-sharpened.png,train/benign/benign (279)-rotated1.jpg,2,0.823599
train/benign/benign (266)-sharpened-sharpened.png,train/benign/benign (279)-sharpened-sharpened.png,2,0.946878
train/benign/benign (266)-sharpened-sharpened.png,train/benign/benign (279).png,2,0.832478
train/benign/benign (266)-sharpened.jpg,train/benign/benign (279)-rotated1.jpg,2,0.934428
train/benign/benign (266)-sharpened.jpg,train/benign/benign (279).png,2,0.939246
train/benign/benign (266)-sharpened.png,train/benign/benign (279)-rotated1.jpg,2,0.933836
train/benign/benign (266)-sharpened.png,train/benign/benign (279).png,2,0.938633
train/benign/benign (266).png,train/benign/benign (279)-rotated1.jpg,2,0.977230
train/benign/benign (266).png,train/benign/benign (279).png,2,0.977157
train/benign/benign (267)-rotated1.jpg,train/benign/benign (267)-sharpened-sharpened.png,2,0.811538
train/benign/benign (267)-rotated2-rotated1.png,train/benign/benign (267)-rotated2-sharpened.png,2,0.938861
train/benign/benign (267)-sharpened-sharpened.png,train/benign/benign (267)-sharpened.jpg,2,0.928628
train/benign/benign (267)-sharpened-sharpened.png,train/benign/benign (267)-sharpened.png,2,0.927857
train/benign/benign (267)-sharpened-sharpened.png,train/benign/benign (267).png,2,0.829553
train/benign/benign (268)-rotated2.jpg,train/benign/benign (268)-sharpened-sharpened.png,2,0.859125
train/benign/benign (268)-sharpened-sharpened.png,train/benign/benign (268)-sharpened.jpg,2,0.945631
train/benign/benign (269)-rotated1-rotated1.png,train/benign/benign (269)-sharpened-rotated2.png,2,0.941861
train/benign/benign (269)-rotated1-sharpened.png,train/benign/benign (269)-sharpened-sharpened.png,2,0.954757
train/benign/benign (269)-rotated1-sharpened.png,train/benign/benign (269).png,2,0.956907
train/benign/benign (269)-sharpened-rotated1.png,train/benign/benign (269)-sharpened-sharpened.png,2,0.954757
train/benign/benign (269)-sharpened-rotated1.png,train/benign/benign (269).png,2,0.956907
train/benign/benign (269)-sharpened-sharpened.png,train/benign/benign (269)-sharpened.jpg,2,0.955419
train/benign/benign (269)-sharpened-sharpened.png,train/benign/benign (269)-sharpened.png,2,0.954757
train/benign/benign (269)-sharpened-sharpened.png,train/benign/benign (269).png,2,0.860945
train/benign/benign (269)-sharpened.jpg,train/benign/benign (269).png,2,0.956817
train/benign/benign (269)-sharpened.png,train/benign/benign (269).png,2,0.956907
train/benign/benign (270)-rotated2.jpg,train/benign/benign (270)-sharpened.jpg,2,0.945957
train/benign/benign (270)-rotated2.jpg,train/benign/benign (270)-sharpened.png,2,0.945992
train/benign/benign (270)-sharpened-sharpened.png,train/benign/benign (270).png,2,0.862813
train/benign/benign (271)-rotated1-rotated1.png,train/benign/benign (271)-rotated2.jpg,2,0.976723
train/benign/benign (271)-rotated1.jpg,train/benign/benign (271)-rotated2-rotated2.png,2,0.989727
train/benign/benign (271)-rotated2-rotated2.png,train/benign/benign (271)-sharpened-rotated1.png,2,0.932049
train/benign/benign (271)-rotated2-sharpened.png,train/benign/benign (271)-sharpened-sharpened.png,2,0.938763
train/benign/benign (271)-sharpened-sharpened.png,train/benign/benign (271)-sharpened.jpg,2,0.938481
train/benign/benign (271)-sharpened-sharpened.png,train/benign/benign (271)-sharpened.png,2,0.938763
train/benign/benign (271)-sharpened-sharpened.png,train/benign/benign (271).png,2,0.815549
train/benign/benign (272)-rotated1-rotated1.png,train/benign/benign (272)-rotated1-rotated2.png,2,0.998442
train/benign/benign (272)-rotated2-sharpened.png,train/benign/benign (272)-rotated2.png,2,0.978235
train/benign/benign (273)-rotated1-sharpened.png,train/benign/benign (273)-rotated2-sharpened.png,2,0.995897
train/benign/benign (273)-sharpened-sharpened.png,train/benign/benign (289)-sharpened.jpg,2,0.884168
train/benign/benign (273)-sharpened-sharpened.png,train/benign/benign (289)-sharpened.png,2,0.884366
train/benign/benign (273)-sharpened.jpg,train/benign/benign (273).png,2,0.962502
train/benign/benign (273)-sharpened.jpg,train/benign/benign (289)-rotated1.png,2,0.908032
train/benign/benign (273)-sharpened.jpg,train/benign/benign (289)-sharpened.jpg,2,0.952163
train/benign/benign (273)-sharpened.jpg,train/benign/benign (289)-sharpened.png,2,0.952317
train/benign/benign (273)-sharpened.jpg,train/benign/benign (289).png,2,0.917295
train/benign/benign (273)-sharpened.png,train/benign/benign (273).png,2,0.962756
train/benign/benign (273)-sharpened.png,train/benign/benign (289)-rotated1.png,2,0.908483
train/benign/benign (273)-sharpened.png,train/benign/benign (289)-sharpened.jpg,2,0.952387
train/benign/benign (273)-sharpened.png,train/benign/benign (289)-sharpened.png,2,0.952539
train/benign/benign (273)-sharpened.png,train/benign/benign (289).png,2,0.917737
train/benign/benign (273).png,train/benign/benign (289)-rotated1.png,2,0.958975
train/benign/benign (273).png,train/benign/benign (289)-sharpened.jpg,2,0.927756
train/benign/benign (273).png,train/benign/benign (289)-sharpened.png,2,0.927356
train/benign/benign (273).png,train/benign/benign (289).png,2,0.960480
train/benign/benign (274)-rotated1-rotated1.png,train/benign/benign (274)-rotated2-sharpened.png,2,0.960513
train/benign/benign (274)-rotated1-sharpened.png,train/benign/benign (274)-sharpened-rotated1.png,2,0.978174
train/benign/benign (274)-rotated1.jpg,train/benign/benign (274)-sharpened-rotated2.png,2,0.960337
train/benign/benign (274)-sharpened-rotated2.png,train/benign/benign (290)-rotated1-sharpened.png,2,0.933531
train/benign/benign (274)-sharpened-sharpened.png,train/benign/benign (274)-sharpened.png,2,0.942737
train/benign/benign (274)-sharpened-sharpened.png,train/benign/benign (290)-sharpened.jpg,2,0.873977
train/benign/benign (274)-sharpened-sharpened.png,train/benign/benign (290)-sharpened.png,2,0.874070
train/benign/benign (275)-rotated2.jpg,train/benign/benign (275)-sharpened-sharpened.png,2,0.907269
train/benign/benign (275)-rotated2.png,train/benign/benign (275)-sharpened-rotated1.png,2,0.964590
train/benign/benign (275)-sharpened.jpg,train/benign/benign (275).png,2,0.971453
train/benign/benign (275)-sharpened.png,train/benign/benign (275).png,2,0.971631
train/benign/benign (276)-rotated1.jpg,train/benign/benign (276)-rotated2.png,2,0.989389
train/benign/benign (276)-rotated1.png,train/benign/benign (287)-sharpened-rotated1.png,2,0.870213
train/benign/benign (276)-sharpened-rotated1.png,train/benign/benign (287)-sharpened-rotated1.png,2,0.960912
train/benign/benign (277)-rotated1-sharpened.png,train/benign/benign (277)-rotated1.jpg,2,0.960763
train/benign/benign (277)-rotated1-sharpened.png,train/benign/benign (277)-rotated2-sharpened.png,2,0.996947
train/benign/benign (277)-rotated2-rotated2.png,train/benign/benign (277)-rotated2-sharpened.png,2,0.955072
train/benign/benign (277)-sharpened-sharpened.png,train/benign/benign (277)-sharpened.png,2,0.922556
train/benign/benign (277)-sharpened.jpg,train/benign/benign (277).png,2,0.965824
train/benign/benign (278)-rotated1.png,train/benign/benign (278)-rotated2.jpg,2,0.997549
train/benign/benign (278)-rotated1.png,train/benign/benign (278)-sharpened.jpg,2,0.957112
train/benign/benign (278)-rotated1.png,train/benign/benign (278)-sharpened.png,2,0.957261
train/benign/benign (278)-rotated2.jpg,train/benign/benign (278)-rotated2.png,2,0.997549
train/benign/benign (278)-rotated2.png,train/benign/benign (278)-sharpened.jpg,2,0.957112
train/benign/benign (278)-rotated2.png,train/benign/benign (278)-sharpened.png,2,0.957261
train/benign/benign (278)-sharpened-rotated1.png,train/benign/benign (278)-sharpened-rotated2.png,2,0.997139
train/benign/benign (279)-rotated1.jpg,train/benign/benign (279)-sharpened-sharpened.png,2,0.845285
train/benign/benign (279)-rotated1.png,train/benign/benign (279)-rotated2.jpg,2,0.987775
train/benign/benign (279)-rotated2-sharpened.png,train/benign/benign (279)-sharpened-rotated1.png,2,0.981413
train/benign/benign (279)-sharpened-sharpened.png,train/benign/benign (279).png,2,0.854782
train/benign/benign (280)-rotated1-rotated1.png,train/benign/benign (280)-rotated2.jpg,2,0.994195
train/benign/benign (280)-rotated1-rotated1.png,train/benign/benign (280)-sharpened-rotated1.png,2,0.962727
train/benign/benign (280)-rotated1-rotated1.png,train/benign/benign (280).png,2,0.993654
train/benign/benign (280)-rotated1.png,train/benign/benign (280)-rotated2.jpg,2,0.998553
train/benign/benign (280)-rotated1.png,train/benign/benign (280)-sharpened-rotated1.png,2,0.952287
train/benign/benign (280)-rotated1.png,train/benign/benign (280).png,2,0.998048
train/benign/benign (280)-sharpened-sharpened.png,train/benign/benign (280)-sharpened.jpg,2,0.946036
train/benign/benign (280)-sharpened-sharpened.png,train/benign/benign (280)-sharpened.png,2,0.945007
train/benign/benign (281)-sharpened-sharpened.png,train/benign/benign (281)-sharpened.jpg,2,0.950313
train/benign/benign (281)-sharpened-sharpened.png,train/benign/benign (281)-sharpened.png,2,0.950333
train/benign/benign (282)-rotated1-rotated1.png,train/benign/benign (282)-rotated1-rotated2.png,2,0.997674
train/benign/benign (282)-rotated2-sharpened.png,train/benign/benign (282)-sharpened-rotated1.png,2,0.996909
train/benign/benign (282)-sharpened-rotated1.png,train/benign/benign (282)-sharpened.jpg,2,0.996986
train/benign/benign (282)-sharpened-rotated1.png,train/benign/benign (282)-sharpened.png,2,0.996909
train/benign/benign (282)-sharpened-sharpened.png,train/benign/benign (282).png,2,0.833289
train/benign/benign (283)-rotated2-rotated1.png,train/benign/benign (283)-rotated2.jpg,2,0.974824
train/benign/benign (283)-rotated2-sharpened.png,train/benign/benign (283)-rotated2.jpg,2,0.929560
train/benign/benign (284)-rotated1-rotated1.png,train/benign/benign (285)-rotated1.png,2,0.982539
train/benign/benign (284)-rotated1.jpg,train/benign/benign (285)-rotated1.png,2,0.983740
train/benign/benign (284)-rotated1.png,train/benign/benign (285)-rotated1-sharpened.png,2,0.952227
train/benign/benign (284)-rotated2-rotated2.png,train/benign/benign (285)-rotated2.png,2,0.981508
train/benign/benign (284)-sharpened-rotated1.png,train/benign/benign (284)-sharpened-rotated2.png,2,0.991309
train/benign/benign (284)-sharpened.jpg,train/benign/benign (285)-sharpened-sharpened.png,2,0.936482
train/benign/benign (284)-sharpened.jpg,train/benign/benign (285)-sharpened.jpg,2,0.974663
train/benign/benign (284)-sharpened.jpg,train/benign/benign (285)-sharpened.png,2,0.974760
train/benign/benign (284)-sharpened.jpg,train/benign/benign (285).png,2,0.964008
train/benign/benign (285)-rotated1.jpg,train/benign/benign (285)-sharpened.jpg,2,0.976973
train/benign/benign (285)-rotated1.jpg,train/benign/benign (285)-sharpened.png,2,0.977009
train/benign/benign (285)-sharpened.jpg,train/benign/benign (285).png,2,0.979754
train/benign/benign (285)-sharpened.png,train/benign/benign (285).png,2,0.979790
train/benign/benign (286)-rotated1.jpg,train/benign/benign (286)-rotated1.png,2,0.958912
train/benign/benign (286)-rotated1.jpg,train/benign/benign (286)-rotated2.jpg,2,0.992674
train/benign/benign (286)-rotated1.jpg,train/benign/benign (286)-sharpened-rotated1.png,2,0.945343
train/benign/benign (287)-rotated1-sharpened.png,train/benign/benign (287)-sharpened-rotated1.png,2,0.942867
train/benign/benign (287)-rotated2.png,train/benign/benign (287)-sharpened-rotated1.png,2,0.910007
train/benign/benign (287)-sharpened-rotated1.png,train/benign/benign (287)-sharpened-rotated2.png,2,0.945554
train/benign/benign (288)-rotated1-rotated2.png,train/benign/benign (288)-rotated1.png,2,0.997819
train/benign/benign (288)-rotated1.png,train/benign/benign (288)-rotated2-rotated1.png,2,0.997507
train/benign/benign (288)-sharpened-rotated2.png,train/benign/benign (288)-sharpened-sharpened.png,2,0.954675
train/benign/benign (288)-sharpened-sharpened.png,train/benign/benign (288)-sharpened.jpg,2,0.954846
train/benign/benign (288)-sharpened-sharpened.png,train/benign/benign (288)-sharpened.png,2,0.954675
train/benign/benign (288)-sharpened-sharpened.png,train/benign/benign (288).png,2,0.879339
train/benign/benign (289)-rotated1.png,train/benign/benign (289)-sharpened.jpg,2,0.956613
train/benign/benign (289)-rotated1.png,train/benign/benign (289)-sharpened.png,2,0.956116
train/benign/benign (289)-rotated2-rotated1.png,train/benign/benign (289)-rotated2.png,2,0.997492
train/benign/benign (289)-sharpened.jpg,train/benign/benign (289).png,2,0.965498
train/benign/benign (289)-sharpened.png,train/benign/benign (289).png,2,0.965017
train/benign/benign (290)-rotated2-rotated1.png,train/benign/benign (290)-rotated2-rotated2.png,2,0.974486
train/benign/benign (290)-rotated2-rotated1.png,train/benign/benign (290)-rotated2.png,2,0.973952
train/benign/benign (36)-rotated2-sharpened.png,train/benign/benign (36)-rotated2.jpg,2,0.982399
train/benign/benign (36)-rotated2.jpg,train/benign/benign (36)-sharpened-rotated2.png,2,0.981420
train/benign/benign (36)-sharpened-sharpened.png,train/benign/benign (36)-sharpened.jpg,2,0.858212
train/benign/benign (36)-sharpened-sharpened.png,train/benign/benign (36)-sharpened.png,2,0.851405
train/benign/benign (36)-sharpened-sharpened.png,val/benign/benign (36).png,2,0.783334
train/benign/benign (36)-sharpened.jpg,val/benign/benign (36).png,2,0.984192
train/benign/benign (36)-sharpened.png,val/benign/benign (36).png,2,0.986033
train/benign/benign (37)-rotated1.jpg,train/benign/benign (37)-sharpened-rotated2.png,2,0.979928
train/benign/benign (37)-rotated2.jpg,train/benign/benign (37)-sharpened.jpg,2,0.973541
train/benign/benign (37)-rotated2.jpg,train/benign/benign (37)-sharpened.png,2,0.977070
train/benign/benign (37)-sharpened.jpg,train/benign/benign (37).png,2,0.978100
train/benign/benign (37)-sharpened.png,train/benign/benign (37).png,2,0.981139
train/benign/benign (38)-rotated1-sharpened.png,train/benign/benign (38)-rotated2-rotated2.png,2,0.963747
train/benign/benign (38)-rotated1.jpg,train/benign/benign (38)-rotated2.jpg,2,0.998256
train/benign/benign (38)-sharpened-sharpened.png,train/benign/benign (38)-sharpened.png,2,0.963737
train/benign/benign (39)-rotated1-rotated1.png,train/benign/benign (39)-rotated2.jpg,2,0.998115
train/benign/benign (39)-rotated1.jpg,train/benign/benign (39)-rotated2.jpg,2,0.993393
train/benign/benign (40)-rotated1.png,train/benign/benign (40)-rotated2-rotated2.png,2,0.971828
train/benign/benign (40)-rotated2.jpg,train/benign/benign (40)-sharpened-rotated1.png,2,0.962066
train/benign/benign (40)-sharpened-sharpened.png,train/benign/benign (40)-sharpened.jpg,2,0.956587
train/benign/benign (40)-sharpened-sharpened.png,train/benign/benign (40)-sharpened.png,2,0.956090
train/benign/benign (40)-sharpened-sharpened.png,train/benign/benign (40).png,2,0.862529
train/benign/benign (40)-sharpened.jpg,train/benign/benign (40).png,2,0.967377
train/benign/benign (40)-sharpened.png,train/benign/benign (40).png,2,0.967749
train/benign/benign (42)-rotated1-sharpened.png,train/benign/benign (42)-rotated1.jpg,2,0.962270
train/benign/benign (42)-rotated1-sharpened.png,train/malignant/malignant (51)-rotated32.png,2,0.947634
train/benign/benign (42)-rotated1-sharpened.png,train/malignant/malignant (51)-sharpened-rotated32.png,2,0.966852
train/benign/benign (42)-rotated1.jpg,train/benign/benign (42)-sharpened-sharpened.png,2,0.830840
train/benign/benign (42)-rotated1.jpg,train/malignant/malignant (51)-rotated1-rotated2.png,2,0.964593
train/benign/benign (42)-rotated2-sharpened.png,train/benign/benign (42)-sharpened-rotated1.png,2,0.997626
train/benign/benign (42)-rotated2-sharpened.png,train/malignant/malignant (51)-rotated2-rotated32.png,2,0.942421
train/benign/benign (42)-sharpened-rotated1.png,train/malignant/malignant (51)-rotated2-rotated32.png,2,0.941110
train/benign/benign (42)-sharpened-sharpened.png,train/malignant/malignant (51)-rotated32.png,2,0.797621
train/benign/benign (42)-sharpened-sharpened.png,train/malignant/malignant (51)-sharpened-rotated32.png,2,0.873355
train/benign/benign (45)-sharpened-sharpened.png,train/benign/benign (45).png,2,0.925734
train/benign/benign (46)-rotated1.jpg,train/benign/benign (46)-rotated2.png,2,0.988751
train/benign/benign (46)-rotated2-rotated1.png,train/benign/benign (46)-rotated2.png,2,0.988456
train/benign/benign (46)-sharpened-sharpened.png,train/benign/benign (46)-sharpened.jpg,2,0.967943
train/benign/benign (46)-sharpened-sharpened.png,train/benign/benign (46)-sharpened.png,2,0.967408
train/benign/benign (47)-rotated2-rotated1.png,train/benign/benign (47)-rotated2-rotated2.png,2,0.998726
train/benign/benign (47)-sharpened-sharpened.png,train/benign/benign (47)-sharpened.jpg,2,0.956614
train/benign/benign (47)-sharpened-sharpened.png,train/benign/benign (47)-sharpened.png,2,0.956071
train/benign/benign (47)-sharpened-sharpened.png,train/benign/benign (47).png,2,0.878093
train/benign/benign (48)-rotated1-rotated1.png,train/benign/benign (48)-rotated1-sharpened.png,2,0.965717
train/benign/benign (49)-rotated1.jpg,train/benign/benign (49)-rotated1.png,2,0.999001
train/benign/benign (49)-rotated1.png,train/benign/benign (49)-rotated2-sharpened.png,2,0.998479
train/benign/benign (49)-rotated2.jpg,train/benign/benign (49)-rotated2.png,2,0.998140
train/benign/benign (50)-rotated1-sharpened.png,train/benign/benign (50)-sharpened-sharpened.png,2,0.979075
train/benign/benign (50)-rotated2.jpg,train/benign/benign (50)-sharpened-sharpened.png,2,0.911645
train/benign/benign (50)-sharpened-sharpened.png,train/benign/benign (50)-sharpened.jpg,2,0.978971
train/benign/benign (50)-sharpened-sharpened.png,train/benign/benign (50)-sharpened.png,2,0.979075
train/benign/benign (50)-sharpened-sharpened.png,train/benign/benign (50).png,2,0.919357
train/benign/benign (51)-rotated1-sharpened.png,train/benign/benign (51)-rotated1.jpg,2,0.957289
train/benign/benign (51)-rotated1-sharpened.png,train/benign/benign (51)-rotated1.png,2,0.956472
train/benign/benign (52)-rotated1.jpg,train/benign/benign (52)-sharpened.jpg,2,0.966907
train/benign/benign (52)-rotated1.jpg,train/benign/benign (52)-sharpened.png,2,0.967118
train/benign/benign (53)-rotated1-rotated1.png,train/benign/benign (53)-rotated1.png,2,0.997121
train/benign/benign (53)-rotated1.jpg,train/benign/benign (53)-rotated2-sharpened.png,2,0.958781
train/benign/benign (53)-sharpened-sharpened.png,train/benign/benign (53)-sharpened.jpg,2,0.932135
train/benign/benign (53)-sharpened-sharpened.png,train/benign/benign (53)-sharpened.png,2,0.932917
train/benign/benign (53)-sharpened-sharpened.png,train/benign/benign (53).png,2,0.835774
train/benign/benign (54)-rotated1-rotated1.png,train/benign/benign (54)-rotated2-sharpened.png,2,0.970723
train/benign/benign (54)-rotated2-rotated2.png,train/benign/benign (54)-rotated2.png,2,0.989084
train/benign/benign (54)-sharpened.jpg,train/benign/benign (54).png,2,0.976744
train/benign/benign (54)-sharpened.png,train/benign/benign (54).png,2,0.976003
train/benign/benign (55)-sharpened-sharpened.png,train/benign/benign (55)-sharpened.png,2,0.964833
train/benign/benign (56)-rotated1.png,train/benign/benign (56)-rotated2-rotated1.png,2,0.997349
train/benign/benign (56)-sharpened-sharpened.png,train/benign/benign (56)-sharpened.jpg,2,0.928672
