path,split,class_dir,md5,source_key,chain,source_group_id,group_size,group_splits,group_label,role,role_confidence,role_rule,duplicate_group,near_duplicate_group,near_dup_candidate,dhash_to_original,grouping_confidence,grouping_basis,source_key_status,ungrouped_low_confidence
train/malignant/malignant (42)-rotated32-rotated2.png,train,malignant,33e052a57dc97bb7fed534c4cdac4401,malignant (42),rotated32|rotated2,grp-36dff7983250,21,train,malignant,augmented_variant,high,filename_chain_explicit,,,False,29,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (42)-rotated32-rotated32.png,train,malignant,2808f2364b4016f8807b2b12fab2aa03,malignant (42),rotated32|rotated32,grp-36dff7983250,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-34f6b7be6b57,True,13,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (42)-rotated32-sharpened.png,train,malignant,28a3250f456b57b63ad0cecc4ad8a680,malignant (42),rotated32|sharpened,grp-36dff7983250,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-34f6b7be6b57,True,16,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (42)-rotated32.png,train,malignant,d2ce4b81b34780506dadaa027d27c006,malignant (42),rotated32,grp-36dff7983250,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-34f6b7be6b57,True,14,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (42)-sharpened-rotated1.png,train,malignant,6c79745e8de1038f0f6b986e88d30d3a,malignant (42),sharpened|rotated1,grp-36dff7983250,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-34f6b7be6b57,True,1,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (42)-sharpened-rotated2.png,train,malignant,3fec281c5cec64013c53e16248db0728,malignant (42),sharpened|rotated2,grp-36dff7983250,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-b4534d40fda2,True,13,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (42)-sharpened-rotated32.png,train,malignant,b7db9266b2fbd9caff24e3039ba989e8,malignant (42),sharpened|rotated32,grp-36dff7983250,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-34f6b7be6b57,True,8,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (42)-sharpened-sharpened.png,train,malignant,e7a708bc68722934af15a8d53cc082f9,malignant (42),sharpened|sharpened,grp-36dff7983250,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-34f6b7be6b57,True,1,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (42)-sharpened.png,train,malignant,da97a41458fa0edab387c2f8969d4507,malignant (42),sharpened,grp-36dff7983250,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-34f6b7be6b57,True,1,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (42).png,train,malignant,a09a7898089f0748616253458c0b0d73,malignant (42),,grp-36dff7983250,21,train,malignant,original_candidate,high,chain_free+base_dimension_227x227,,near-34f6b7be6b57,True,,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated1-rotated1.png,train,malignant,353d7654aa1c322395e7bfbca3bd31c2,malignant (130),rotated1|rotated1,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-f54565ea7dc7,True,12,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated1-rotated2.png,train,malignant,f252d9ebee7abe5d5570ab33afaffe42,malignant (130),rotated1|rotated2,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,,False,31,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated1-rotated32.png,train,malignant,fe2e99bbf5729feae85aec25e7f3aaa6,malignant (130),rotated1|rotated32,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-effffdef5901,True,24,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated1-sharpened.png,train,malignant,0b69c608ea113e1e8c8d5c2417342344,malignant (130),rotated1|sharpened,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-f54565ea7dc7,True,14,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated1.png,train,malignant,32823b02d4d5898d8c4b58789d5c6b6e,malignant (130),rotated1,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-eb65a50f1597,True,17,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated2-rotated1.png,train,malignant,454be90c15f55a2a080e8b4069ee9237,malignant (130),rotated2|rotated1,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-eb65a50f1597,True,19,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated2-rotated2.png,train,malignant,c6cec4c6dca96554bc2e9186161c0481,malignant (130),rotated2|rotated2,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-646d6ad4031c,True,12,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated2-rotated32.png,train,malignant,66f5c4ab762d95426702ce9d11c4b6f1,malignant (130),rotated2|rotated32,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-f54565ea7dc7,True,9,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated2-sharpened.png,train,malignant,e821c1ed00b7620a738f3764d4c08e7c,malignant (130),rotated2|sharpened,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-eb65a50f1597,True,19,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated2.png,train,malignant,063a7855bb7670c23af5ea068af668ab,malignant (130),rotated2,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-f54565ea7dc7,True,12,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated32-rotated1.png,train,malignant,265df541169c6c81a44c10d772c75106,malignant (130),rotated32|rotated1,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-646d6ad4031c,True,10,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated32-rotated2.png,train,malignant,1d9593d574fa29f7238f75bc8618b48d,malignant (130),rotated32|rotated2,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-eb65a50f1597,True,21,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated32-rotated32.png,train,malignant,361b61e7f843104b5f7e86d227c2b172,malignant (130),rotated32|rotated32,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-effffdef5901,True,24,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated32-sharpened.png,train,malignant,ccf0b76a8b387259a789a5858d3dc53a,malignant (130),rotated32|sharpened,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-f54565ea7dc7,True,9,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-rotated32.png,train,malignant,ae8dcca7d3aa88b5f9091d86621eb4db,malignant (130),rotated32,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-f54565ea7dc7,True,14,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-sharpened-rotated1.png,train,malignant,1bc54517e59b7008ee4bc89349ac7cd3,malignant (130),sharpened|rotated1,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-f54565ea7dc7,True,15,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-sharpened-rotated2.png,train,malignant,6a76978213c7db694602cd72000bcd12,malignant (130),sharpened|rotated2,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,exact-6a76978213c7,near-f54565ea7dc7,True,7,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-sharpened-rotated32.png,train,malignant,6a76978213c7db694602cd72000bcd12,malignant (130),sharpened|rotated32,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,exact-6a76978213c7,near-f54565ea7dc7,True,7,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-sharpened-sharpened.png,train,malignant,1e03c7edcb6868e33fb7c8bc9df16dfc,malignant (130),sharpened|sharpened,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-f54565ea7dc7,True,5,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130)-sharpened.png,train,malignant,3dc5a73830d84fce23e48d2d74c2be1d,malignant (130),sharpened,grp-3a3f3c627704,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-f54565ea7dc7,True,1,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (130).png,train,malignant,e0ce3eb36aed2a318b4f42c1c66cad04,malignant (130),,grp-3a3f3c627704,21,train,malignant,original_candidate,high,chain_free+base_dimension_227x227,,near-f54565ea7dc7,True,,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-rotated1-rotated1.png,train,benign,1df6037ac52ae4fc939b94731348221f,benign (123),rotated1|rotated1,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-e2e12f4e6d3a,True,8,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-rotated1-rotated2.png,train,benign,b3b70b519048549bd07ff65a53ae9f0c,benign (123),rotated1|rotated2,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-2b56bd265d43,True,22,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-rotated1-sharpened.png,train,benign,5f790aea66efa0fe0d841280738357cc,benign (123),rotated1|sharpened,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-e2e12f4e6d3a,True,1,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-rotated1.jpg,train,benign,9c32cf1d5feeec2e3858bbdcd808e6c3,benign (123),rotated1,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-e2e12f4e6d3a,True,0,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-rotated1.png,train,benign,cfa447f07a3fe518c41032f2cab72eeb,benign (123),rotated1,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-e2e12f4e6d3a,True,0,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-rotated2-rotated1.png,train,benign,051d559d3e1794bd8f7a00a35c7626cb,benign (123),rotated2|rotated1,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-2b56bd265d43,True,22,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-rotated2-rotated2.png,train,benign,d830da74bb614c88b3f9d8c88cd6c43e,benign (123),rotated2|rotated2,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-e2e12f4e6d3a,True,5,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-rotated2-sharpened.png,train,benign,4cc4885bbc03d4d985e81e33cc04b865,benign (123),rotated2|sharpened,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,,False,15,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-rotated2.jpg,train,benign,31663d3e1930526457127698200d8adb,benign (123),rotated2,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-aa17a780524c,True,15,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-rotated2.png,train,benign,55b67fde949e371ea4c18c7644200cf9,benign (123),rotated2,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-aa17a780524c,True,16,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-sharpened-rotated1.png,train,benign,2a59c5a360db83468326dcbf099030ff,benign (123),sharpened|rotated1,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-aa17a780524c,True,16,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-sharpened-rotated2.png,train,benign,fb2b9b96bc0296b63ca3499803f868e3,benign (123),sharpened|rotated2,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-aa17a780524c,True,15,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-sharpened-sharpened.png,train,benign,08c89a3f8e46623ae6743aa0a8a5ae1b,benign (123),sharpened|sharpened,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-e2e12f4e6d3a,True,3,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-sharpened.jpg,train,benign,76c191ba1e284a296616413f3d9a980c,benign (123),sharpened,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-e2e12f4e6d3a,True,1,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123)-sharpened.png,train,benign,91e052a884c829d4e7baebb13cb60b11,benign (123),sharpened,grp-3a6947b41170,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-e2e12f4e6d3a,True,1,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (123).png,train,benign,250699084c3e5f4aaa3189e4a2060a00,benign (123),,grp-3a6947b41170,16,train,benign,original_candidate,high,chain_free+base_dimension_227x227,,near-e2e12f4e6d3a,True,,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated1-rotated1.png,train,malignant,81894c421c094797e7fc7757bc4a61da,malignant (146),rotated1|rotated1,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-d81de24bdb0e,True,0,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated1-rotated2.png,train,malignant,2aaf0b654761f06115ed01c3c6346dfe,malignant (146),rotated1|rotated2,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,,False,19,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated1-rotated32.png,train,malignant,3d47e80d80ade676c581063e90f10071,malignant (146),rotated1|rotated32,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-008098c89237,True,19,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated1-sharpened.png,train,malignant,5756ebb237f5714ac19746406ee15b73,malignant (146),rotated1|sharpened,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-d81de24bdb0e,True,3,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated1.png,train,malignant,2bf35dafafeff6d5ed9a54003292fc9d,malignant (146),rotated1,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-008098c89237,True,9,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated2-rotated1.png,train,malignant,8590e642257cb934517577a0ce81291c,malignant (146),rotated2|rotated1,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-d81de24bdb0e,True,9,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated2-rotated2.png,train,malignant,966d5fcb5322338475883dabc5041256,malignant (146),rotated2|rotated2,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-d81de24bdb0e,True,5,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated2-rotated32.png,train,malignant,808b8dda4c19838e116cd883a8786ac8,malignant (146),rotated2|rotated32,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-d81de24bdb0e,True,12,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated2-sharpened.png,train,malignant,34467915ba3aba9da1b91cbe4aee517a,malignant (146),rotated2|sharpened,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-d81de24bdb0e,True,11,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated2.png,train,malignant,5c068abbdd59065ed6b92126f58a5b9c,malignant (146),rotated2,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-008098c89237,True,12,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated32-rotated1.png,train,malignant,e611475b5c9ff5cf065f3397b0b74b48,malignant (146),rotated32|rotated1,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-008098c89237,True,15,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated32-rotated2.png,train,malignant,af622a4b92cc3166377492fb26da5c86,malignant (146),rotated32|rotated2,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-008098c89237,True,18,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated32-rotated32.png,train,malignant,326e3d482ff24ccd3968f93ca51b1884,malignant (146),rotated32|rotated32,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-008098c89237,True,9,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated32-sharpened.png,train,malignant,0930dcff2ea13082de6e6d5a484853a7,malignant (146),rotated32|sharpened,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-d81de24bdb0e,True,1,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-rotated32.png,train,malignant,2773c2d266d353d22c048d4a52f65184,malignant (146),rotated32,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,,False,21,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-sharpened-rotated1.png,train,malignant,34018470e1cb055c63bb0138be27039c,malignant (146),sharpened|rotated1,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-008098c89237,True,12,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-sharpened-rotated2.png,train,malignant,db716d8413bdc7a8e6a6d19261375520,malignant (146),sharpened|rotated2,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-d81de24bdb0e,True,10,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-sharpened-rotated32.png,train,malignant,76e4eafcc0f591cd8fff57af0d35a835,malignant (146),sharpened|rotated32,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,,False,21,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-sharpened-sharpened.png,train,malignant,2829ef1aaa79c5bdf3bdd0f59e75ea29,malignant (146),sharpened|sharpened,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-d81de24bdb0e,True,2,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146)-sharpened.png,train,malignant,1fab35462fc9417d1a337bda9edd5e0b,malignant (146),sharpened,grp-3a88856355fb,21,train,malignant,augmented_variant,high,filename_chain_explicit,,near-d81de24bdb0e,True,0,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/malignant/malignant (146).png,train,malignant,b2e295dcf8a81cb4a17188971e135b50,malignant (146),,grp-3a88856355fb,21,train,malignant,original_candidate,high,chain_free+base_dimension_227x227,,near-d81de24bdb0e,True,,high (filename lineage; dataset's own naming scheme),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-rotated1-rotated1.png,train,benign,8e35ef6da1d44dc0163f5af570c24f8f,benign (81),rotated1|rotated1,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-5cdcf77d77e2,True,17,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-rotated1-rotated2.png,train,benign,c123267f7ea51b21b8481d75c80fb7bd,benign (81),rotated1|rotated2,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-5cdcf77d77e2,True,18,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-rotated1-sharpened.png,train,benign,e06e0684c69ec7104a1d2286ddc5b56d,benign (81),rotated1|sharpened,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,exact-e06e0684c69e,near-49b8dfae9d38,True,3,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-rotated1.jpg,train,benign,cec5df7558153b0870e0d4de2c7c1721,benign (81),rotated1,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-49b8dfae9d38,True,7,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-rotated1.png,train,benign,a81ae74f84b655b397b98f349df688e5,benign (81),rotated1,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-49b8dfae9d38,True,6,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-rotated2-rotated1.png,train,benign,cbf59479a8cbf945d60a63032dcfd0d5,benign (81),rotated2|rotated1,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-88c042624c3d,True,32,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-rotated2-rotated2.png,train,benign,b0b73220df5ddc837451977db9ed5d21,benign (81),rotated2|rotated2,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-05e60f6b835e,True,23,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-rotated2-sharpened.png,train,benign,58c660ee913717c9462f29bcd413cb91,benign (81),rotated2|sharpened,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-5cdcf77d77e2,True,17,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-rotated2.jpg,train,benign,2c9b3382c2bd1f9ec4ddf7fee88db175,benign (81),rotated2,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-05e60f6b835e,True,25,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-rotated2.png,train,benign,2c6d0074c30e92c5bed1da85f3402fe0,benign (81),rotated2,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-05e60f6b835e,True,29,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-sharpened-rotated1.png,train,benign,ea766a4b01412b21ff5b5f57fed444e6,benign (81),sharpened|rotated1,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-5cdcf77d77e2,True,18,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-sharpened-rotated2.png,train,benign,7d0a39e4cabdd18397d52a8d00b2ed7d,benign (81),sharpened|rotated2,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-5cdcf77d77e2,True,13,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-sharpened-sharpened.png,train,benign,d02f62b902dc652b960c5cf8b622603a,benign (81),sharpened|sharpened,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-49b8dfae9d38,True,8,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-sharpened.jpg,train,benign,49197bd919621e32b54862fed84b9f03,benign (81),sharpened,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,,near-49b8dfae9d38,True,3,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
train/benign/benign (81)-sharpened.png,train,benign,e06e0684c69ec7104a1d2286ddc5b56d,benign (81),sharpened,grp-3ce5a2450c38,16,train,benign,augmented_variant,high,filename_chain_explicit,exact-e06e0684c69e,near-49b8dfae9d38,True,3,high (filename lineage + exact md5 duplicates inside group),filename_source_key,inferred_from_filename_not_verified_identifier,False
