path,split,class_dir,ext,bytes,read_ok,width,height,channels,mode,format,bit_depth,md5,sha256,dhash_hex,source_key,chain,lineage_class,source_key_status,duplicate_group,near_duplicate_group,stem_parsed
train/benign/benign (159)-rotated1.jpg,train,benign,jpg,18067,True,224,224,3,RGB,JPEG,8,932a8a8597dcad86a874b6104b19ad4e,1c3d7ba8442f042a29ba4a1c921deda43c110fe987712b2ad751a95fc31dd7e4,01e98c1d24602265,benign (159),rotated1,confirmed,inferred_from_filename_not_verified_identifier,,,True
train/benign/benign (159)-rotated1.png,train,benign,png,72785,True,224,224,3,RGB,PNG,8,9499f983677a205b5cf2644ba4e2712d,fcf8773fec6f4a5865c8bae382e34057c7d68ec9eefc74968d3abf70f4a4d775,7f40541cc5450501,benign (159),rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-9c1bc4dcf70e,True
train/benign/benign (159)-rotated2-rotated1.png,train,benign,png,68715,True,224,224,3,RGB,PNG,8,ee7db978eaebda074d92194505bcaa06,847ddc3ef13e44ae3ae41594d65e98577bfb42de0ab6abe6ca3cf702702801b0,0b498d0d24612727,benign (159),rotated2|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-0a6fdef309c4,True
train/benign/benign (159)-rotated2-rotated2.png,train,benign,png,75443,True,224,224,3,RGB,PNG,8,4f3a82dbd893826622f711dad59386cf,caddcb0eb5115ffd75d15c257749928bd44867537f7149f8e80436bf7a865307,0f3b71c69d133f1f,benign (159),rotated2|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,,True
train/benign/benign (159)-rotated2-sharpened.png,train,benign,png,101228,True,224,224,3,RGB,PNG,8,927944dd879b4c162e7fac2474f6532e,609abeacbd377c06e56592bdec6bfb65c5774a1c8c4193bb29778230db888c8b,035dc98814617717,benign (159),rotated2|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-4ab202b80842,True
train/benign/benign (159)-rotated2.jpg,train,benign,jpg,18000,True,224,224,3,RGB,JPEG,8,10f6d69350f1eb87e468c7853f504343,bfa937222eac1519ed65cde85f9cc651e5663fbc8ba5567e70f4756b4e6c6b5f,6f41441cc5454581,benign (159),rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-9c1bc4dcf70e,True
train/benign/benign (159)-rotated2.png,train,benign,png,74749,True,224,224,3,RGB,PNG,8,51583c12e7edb28097f9f4305c01153a,70444a63228405a744fd759c472b412076b07dd6e284477f979eea55a58d27a6,035dc98814617717,benign (159),rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-4ab202b80842,True
train/benign/benign (159)-sharpened-rotated1.png,train,benign,png,99019,True,224,224,3,RGB,PNG,8,670727cc107f2981bdd9185f88e182f8,a46cb87099e4b192cc59dafadb90329e02a6bb9719ad0043c1f0aabe88bca08d,3f40541c4d550501,benign (159),sharpened|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-9c1bc4dcf70e,True
train/benign/benign (159)-sharpened-rotated2.png,train,benign,png,99392,True,224,224,3,RGB,PNG,8,d7fff70ce368c121fddcf47dea01abc5,d1c8794797f8304b608fcfba857cd318b00f59356e4215dede81f9747f62f718,034d8d8924682727,benign (159),sharpened|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-0a6fdef309c4,True
train/benign/benign (159)-sharpened-sharpened.png,train,benign,png,136915,True,224,224,3,RGB,PNG,8,26c2dd443580e0be6cbc6747d58fa564,e4567b2ef244cef3963334a5ab0b2cac2e27d626bf28814f4b254669f94f9ca5,71c9841d65400049,benign (159),sharpened|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-66d0240a2047,True
train/benign/benign (159)-sharpened.jpg,train,benign,jpg,31228,True,224,224,3,RGB,JPEG,8,3bc6cd6bf9e9516ea34d4510c59188cc,e5605de1eea2a6c390a27272447f95a4a59be4a9da5dd796c20fe9d20a3b2a2e,31c9841d65640049,benign (159),sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-66d0240a2047,True
train/benign/benign (159)-sharpened.png,train,benign,png,112190,True,224,224,3,RGB,PNG,8,6aa39ea7f2c7e5ad3616abac2d948eb8,8a987bd4351e7c6d16dfe3065d7b22eeb3068689f29a0aa9d2683db6eadd3d41,31c9841d65440049,benign (159),sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-66d0240a2047,True
train/benign/benign (159).png,train,benign,png,50692,True,227,227,3,RGB,PNG,8,e3f1e7eaaea7611f3e85e9b9f9578a6c,8e66a17c38c55ad264881b84e2f8952324b52e7a34d8c8f29787299b1c7e7530,21c9841d65640041,benign (159),,strong,inferred_from_filename_not_verified_identifier,,near-66d0240a2047,True
train/benign/benign (160)-rotated1-rotated1.png,train,benign,png,68451,True,224,224,3,RGB,PNG,8,08e0766640ba6489b550d1d91b874a87,6d88ddffb3767c5106c8fa1879e9a2880fa59b8468432178bcf727172b8daca7,7f6d646464e1e101,benign (160),rotated1|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-d834e0136d57,True
train/benign/benign (160)-rotated1-rotated2.png,train,benign,png,68510,True,224,224,3,RGB,PNG,8,012bdbda2cb5c2b0c5559c3f2053a8be,15cd3ece87091368392d68e7d225e5cdda473f0d2f997b069cfcdfe135d18c9d,3f67646464c1e101,benign (160),rotated1|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-d834e0136d57,True
train/benign/benign (160)-rotated1-sharpened.png,train,benign,png,99421,True,224,224,3,RGB,PNG,8,0b65c61c8f3858a6b3dc0e14dd82f62c,553577f7eab14e74b200f00c7d10aa6099fd553e942c6264e8ff684bd6e6da61,776c646464e1e105,benign (160),rotated1|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-d834e0136d57,True
train/benign/benign (160)-rotated1.jpg,train,benign,jpg,18077,True,224,224,3,RGB,JPEG,8,b4db265ce8ef73a609bae551af13d2bb,33a54594aac957e832dbae8e275d1f8ae354ebef0aa67ef4fbad023ee895faae,6f4c646464e1e105,benign (160),rotated1,confirmed,inferred_from_filename_not_verified_identifier,exact-b4db265ce8ef,near-d834e0136d57,True
train/benign/benign (160)-rotated1.png,train,benign,png,73724,True,224,224,3,RGB,PNG,8,4a316101f192046d346e956766b2ac2d,ad4a2cd0a4c1321fb44dba0fc1143b538f401b18a2ec278435fe765678d7c0de,0909c5646776726f,benign (160),rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-d1b53ad55838,True
train/benign/benign (160)-rotated2-rotated1.png,train,benign,png,70137,True,224,224,3,RGB,PNG,8,b1f6bba6c57ff319e12e59b90b52ffb0,ad243a9be3d45e4a1a69f494413b0f3bfd45437d930f8b17bca3edbd2503ad4d,4d4d45646561e144,benign (160),rotated2|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-9c24c0bc3a03,True
train/benign/benign (160)-rotated2-rotated2.png,train,benign,png,68862,True,224,224,3,RGB,PNG,8,aadb09a100d42a7fd998c275d9769d0c,e10e7b7a39d3aa97c8dc6f4318c2aa188ca412a7762b3a07e03fa0ad9d51cfcc,3f67666064c16103,benign (160),rotated2|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-d834e0136d57,True
train/benign/benign (160)-rotated2-sharpened.png,train,benign,png,100360,True,224,224,3,RGB,PNG,8,f0230950c16b1bb792329a95b42eed47,54f8e7ec37739ce1750fc4fd0b25134d8d5dd5b3176df555a7964522f62946e5,674c646465e1e505,benign (160),rotated2|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-d834e0136d57,True
train/benign/benign (160)-rotated2.jpg,train,benign,jpg,18077,True,224,224,3,RGB,JPEG,8,b4db265ce8ef73a609bae551af13d2bb,33a54594aac957e832dbae8e275d1f8ae354ebef0aa67ef4fbad023ee895faae,6f4c646464e1e105,benign (160),rotated2,confirmed,inferred_from_filename_not_verified_identifier,exact-b4db265ce8ef,near-d834e0136d57,True
train/benign/benign (160)-rotated2.png,train,benign,png,73880,True,224,224,3,RGB,PNG,8,7d45411489f8acf6eb2173261d43926f,daf96bef9c2858be16503ae0428c57ae0c2dc57613d0f96d2b44ea60181da101,4d4c446465e1e0c0,benign (160),rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-9c24c0bc3a03,True
train/benign/benign (160)-sharpened-rotated1.png,train,benign,png,100498,True,224,224,3,RGB,PNG,8,ec764981b0bc760baace424a1c9f7dfc,e1c02b36a4a62b576f2753af5dba349665593bb1cbef3dc7bf1b257da54e123a,0989c5646776726f,benign (160),sharpened|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-d1b53ad55838,True
train/benign/benign (160)-sharpened-rotated2.png,train,benign,png,102473,True,224,224,3,RGB,PNG,8,1d0c6ffd0286b8088ccdd1c4dd3ba611,ae567646c01fcc9ed5b159a98baa4fac7e7dcb52ecb86200f0a5904bd9ce039c,89c945646176f2f2,benign (160),sharpened|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,,True
train/benign/benign (160)-sharpened-sharpened.png,train,benign,png,128637,True,224,224,3,RGB,PNG,8,e7415ab02c06d0594bc43fa6a6cf0072,2cdf9aac39be291d8ae9e3f5dbb6f50620580a030b28903befd5adf90ae02139,cc48416465e2e2e2,benign (160),sharpened|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-d2e35aaa82d0,True
train/benign/benign (160)-sharpened.jpg,train,benign,jpg,31011,True,224,224,3,RGB,JPEG,8,bc3f06a3f0edc63908d7431ceece005b,11379abde3478a79f5ae0396f25111549fbfe968fc99e467275c395606ffcc8d,cc48456461e2e2f2,benign (160),sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-d2e35aaa82d0,True
train/benign/benign (160)-sharpened.png,train,benign,png,109840,True,224,224,3,RGB,PNG,8,368379786a6d40a7205dba1862a75588,660966bab9c255bab7814baf117633362d0ce47949b59541f2a71d35e3c013cf,cc48456461e2e2f2,benign (160),sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-d2e35aaa82d0,True
train/benign/benign (160).png,train,benign,png,50673,True,227,227,3,RGB,PNG,8,97b9224a31782b05b09db1f777ef5aaa,b209521c2dae4b5e2c54e492b90b0bac4b76dd9d9163a973e55ee63822280d71,cc48456461e2e2f2,benign (160),,strong,inferred_from_filename_not_verified_identifier,,near-d2e35aaa82d0,True
train/benign/benign (161)-rotated1-rotated1.png,train,benign,png,71074,True,224,224,3,RGB,PNG,8,389e1bd319f99bdeb2a68ff44ce1514f,acc1c1ae8137d7c3b2c3076658e397446b9eb47f0fe746a9290062492e1b3de2,07020c0909d91113,benign (161),rotated1|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-19747706d80d,True
train/benign/benign (161)-rotated1-rotated2.png,train,benign,png,70869,True,224,224,3,RGB,PNG,8,ed5b77ef023bc906cfbea94213af5a59,4be969b6d6ccb065d5d3fcf0784fb490e1f23efcdffedf82f5f256935c6e3213,07070c0909591111,benign (161),rotated1|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-19747706d80d,True
train/benign/benign (161)-rotated1-sharpened.png,train,benign,png,100596,True,224,224,3,RGB,PNG,8,d5a49b573b0f4d046d7609207ca22798,5f992ad1e85076b522f8a0ef879fa253f05f0815edd2a5226f685051c94b7523,07020e0909d99113,benign (161),rotated1|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-19747706d80d,True
train/benign/benign (161)-rotated1.jpg,train,benign,jpg,18145,True,224,224,3,RGB,JPEG,8,251c366018005678ec501381a06ab65e,9681fda510a984d04274e361fe776a130b075544788ae020b27fb3bcde167ced,0d0d194909295949,benign (161),rotated1,confirmed,inferred_from_filename_not_verified_identifier,,,True
train/benign/benign (161)-rotated1.png,train,benign,png,74757,True,224,224,3,RGB,PNG,8,577ac2476c1dc86be51079717ac06e2a,187e940c89a3ab12e7b818434f46dd8d9f0a70623db6978f4a78bcac29486f73,07040c0909d9d911,benign (161),rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-19747706d80d,True
train/benign/benign (161)-rotated2-rotated1.png,train,benign,png,74111,True,224,224,3,RGB,PNG,8,62a831f5f8539c83b3194dd40171cbd0,4928255831faa7fffc3b116fb8a5459124c70daef0b920d82c21a8137e2d27eb,07020e0809d99313,benign (161),rotated2|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-19747706d80d,True
train/benign/benign (161)-rotated2-rotated2.png,train,benign,png,70118,True,224,224,3,RGB,PNG,8,94f8c71fd2d328c3bd6dae7b39c92dda,1cb06d755034de28a385cfa841406d2d42c265efc77d4135c82b084935deaf43,05051c4909595951,benign (161),rotated2|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-19747706d80d,True
train/benign/benign (161)-rotated2-sharpened.png,train,benign,png,100634,True,224,224,3,RGB,PNG,8,c75f8ec903a97b32e8f4f112333c07b3,b1000860bfaf34e731ddeffb84cf31bffe2284ba190226243145267a614a0d58,17020e0809d99333,benign (161),rotated2|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-19747706d80d,True
train/benign/benign (161)-rotated2.jpg,train,benign,jpg,17783,True,224,224,3,RGB,JPEG,8,0c2fae18536f82a31d58129d2c3838c8,060df6bfd147428929e2591a66106f5698162a33cac0bfb78f66d6c7855974ce,07060c0909d99911,benign (161),rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-19747706d80d,True
train/benign/benign (161)-rotated2.png,train,benign,png,75008,True,224,224,3,RGB,PNG,8,57d904dbd494d12249d024b57f8985f1,7ed90f9746163a8ef4950134622d41ee8ee9592985f9f0de7a99c46473682826,07060c0909d99911,benign (161),rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-19747706d80d,True
train/benign/benign (161)-sharpened-rotated1.png,train,benign,png,99599,True,224,224,3,RGB,PNG,8,e87121b48e06a704ea5ec67724bb7e9d,25b49c78ffb3d4f2d90c424bdc4dcb1a425fe53f5cad2225207873b09b1d6cc8,17020c0909d99113,benign (161),sharpened|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-19747706d80d,True
train/benign/benign (161)-sharpened-rotated2.png,train,benign,png,98347,True,224,224,3,RGB,PNG,8,267aa7f0ae596a06963bf8d663872a0e,68f985869d045358ba908d2d2ea447e61de5a77bae077d6c094b5518cc4c8aa0,07030e088951b323,benign (161),sharpened|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-19747706d80d,True
train/benign/benign (161)-sharpened-sharpened.png,train,benign,png,133330,True,224,224,3,RGB,PNG,8,40c98abcbdf8cb8ce5c3354cf8c2aa33,8846875f8a3bab8b8631e1861ac62798a294c23f234472b71fc13ba6c8bf622e,240c1c490989d9d9,benign (161),sharpened|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-dde5783024a2,True
train/benign/benign (161)-sharpened.jpg,train,benign,jpg,31187,True,224,224,3,RGB,JPEG,8,7d29c6ce6dc1de7332abc6a2be29457c,40b76ecd537529c05424047276f41a7be25c4c30c1be495de666f6f2444d289b,240c184909c9d959,benign (161),sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-dde5783024a2,True
train/benign/benign (161)-sharpened.png,train,benign,png,112203,True,224,224,3,RGB,PNG,8,c5ee04b268ea1b582efc149344ab7e68,7b5ccecb47fb5da8d928128f01e404b1afc9363f6f9d6b843a3fcbf3e0b9efea,240c184909c9d959,benign (161),sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-dde5783024a2,True
train/benign/benign (161).png,train,benign,png,51494,True,227,227,3,RGB,PNG,8,e6d2866679162694c7c52bc412b1dc9f,b30492b78bc7e42e1400b5a5fd23ec77b0626e62eba9a38adeec82aea20cc398,240c184909c9d9d9,benign (161),,strong,inferred_from_filename_not_verified_identifier,,near-dde5783024a2,True
train/benign/benign (162)-rotated1-rotated1.png,train,benign,png,74551,True,224,224,3,RGB,PNG,8,73a97b4e333e03c6e8555dcdcccba6cd,ffd224e63ae7c1050653b71095718a94b97575a0a9e4cbd4ace213f0c9057b9a,13633b2def7e3f3f,benign (162),rotated1|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-6fd79afcaf8e,True
train/benign/benign (162)-rotated1-rotated2.png,train,benign,png,74118,True,224,224,3,RGB,PNG,8,15d317804bfe37ffd7c33012c3bd521a,a71f75dec819823d476a1ed9105b8b0e6d21431448aca932183076ea1116b658,0971392d6c6e7e77,benign (162),rotated1|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-37c35d973f12,True
train/benign/benign (162)-rotated1-sharpened.png,train,benign,png,104463,True,224,224,3,RGB,PNG,8,5d915ba9fadf306976bc5647251da3fa,2a96edc6f4696d4fa87bb5b2ae33ad437b41054c682c7dff4b39fa721a378f5f,0db1392d6c6f7e77,benign (162),rotated1|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-37c35d973f12,True
train/benign/benign (162)-rotated1.jpg,train,benign,jpg,19336,True,224,224,3,RGB,JPEG,8,5f2b046b48e546a1e5b8bf0c1972f422,9ac90427b042809053bafe48b45e58643ce61097f6c0f74064b0fa389342e8b7,4f3b196d6deced4d,benign (162),rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-f7520c6ec3f0,True
train/benign/benign (162)-rotated1.png,train,benign,png,77897,True,224,224,3,RGB,PNG,8,94bc2062bfe166682f9782541bc10e33,dbf67e391d909edaa0ba1a0f48dcd10fae1822d59072fa2b18a038f2672bbade,0d71392d6c6f7e77,benign (162),rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-37c35d973f12,True
train/benign/benign (162)-rotated2-rotated1.png,train,benign,png,75339,True,224,224,3,RGB,PNG,8,ec710124920eb8a519dad203973165f6,097c72ffa3a17055bf7e98758fe8764714632c923bf8d1856c3cae4b4cc4544d,0d73192d6c6f6d6e,benign (162),rotated2|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-8193d3bff280,True
train/benign/benign (162)-rotated2-rotated2.png,train,benign,png,72893,True,224,224,3,RGB,PNG,8,2cf4ceecc843c7cd462530f39892a2c3,8a7579683777b20a75f5cf256f3155fae36bfb784d00d2712af56af526ba83e6,0b33392d6f7e7f3f,benign (162),rotated2|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-6fd79afcaf8e,True
train/benign/benign (162)-rotated2-sharpened.png,train,benign,png,107392,True,224,224,3,RGB,PNG,8,524d3032e491846cd2f4a8d7dc72ae47,13f56cbedee88f147bda0035c2f8f08474f2827186cc26013371a378bb09c449,5673186d6c6ced6d,benign (162),rotated2|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,,True
train/benign/benign (162)-rotated2.jpg,train,benign,jpg,19315,True,224,224,3,RGB,JPEG,8,00cfadc43ff4f4e181fdd428e678d904,1ef3aaf832b856d7ba59b274927cb80f7cab39c0fe72710dda9a8f47bf31c0ee,0d71392d6c6f7e77,benign (162),rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-37c35d973f12,True
train/benign/benign (162)-rotated2.png,train,benign,png,84979,True,224,224,3,RGB,PNG,8,80ecd830b539a6c4ea60ceafe556fe8d,2006244d006c52909576df5cfdb83b17572c9f1fc2a43238d996c0fa1d84a370,1433182d6c6f6d6e,benign (162),rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-8193d3bff280,True
train/benign/benign (162)-sharpened-rotated1.png,train,benign,png,104584,True,224,224,3,RGB,PNG,8,ea849dc2fc2dade66df4931a466c7028,9294717cbd14f8506297727a0ed33b3bd2e7dfaa780e3aa57ab8552db1825986,4f3b196d6deccd4d,benign (162),sharpened|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-f7520c6ec3f0,True
train/benign/benign (162)-sharpened-rotated2.png,train,benign,png,102532,True,224,224,3,RGB,PNG,8,3aed2da648c70910e1b7492298ea63d8,5279c08f98cc7e8ca26aeb57b3cdeee9a0c5d132adc533f4d7fabc8199189442,271b0d646dcddd1b,benign (162),sharpened|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,,True
train/benign/benign (162)-sharpened-sharpened.png,train,benign,png,130589,True,224,224,3,RGB,PNG,8,e816d7d2121ab09d00d9c9b95c5e3183,b01ce4ad91fe6d9dd0ad611d6a14ca7e8921eb67c30822517ac93f504b06eb3c,ce72188d6c6f6d6e,benign (162),sharpened|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-8193d3bff280,True
train/benign/benign (162)-sharpened.jpg,train,benign,jpg,32869,True,224,224,3,RGB,JPEG,8,6c2214bae714fbb6dc46f1cef7aa0830,a69fd1fa52bc27a2179b81ac91d8d2c03ff2553b9ef6fc77b4bcb3baeccf2d8e,9c7318ad6c6f6d6e,benign (162),sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-8193d3bff280,True
train/benign/benign (162)-sharpened.png,train,benign,png,114981,True,224,224,3,RGB,PNG,8,499db1ad3e8de4ba511eaba93d8915f9,1361af3a2ae63358a1bd366a681bff1bca2e53a90b8fe5b730b79dd23675b141,9c73182d6c6f6d6e,benign (162),sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-8193d3bff280,True
train/benign/benign (162).png,train,benign,png,53683,True,227,227,3,RGB,PNG,8,ffd9810fdf0a0aa02888304c06584111,6c38a20a7fb68d1df93390326ba2a2373570d42f439da6344ef520c5681b4102,1433182d6c6f6d6e,benign (162),,strong,inferred_from_filename_not_verified_identifier,,near-8193d3bff280,True
train/benign/benign (163)-rotated1-rotated1.png,train,benign,png,75086,True,224,224,3,RGB,PNG,8,9b7d72e47f4755bedd6d997e462d35ff,1a1e2b8017a7d213e6cf8716247371ede104474554862148bd1551267bda0f16,1f582a2606040c0f,benign (163),rotated1|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-1e36cc01b0e3,True
train/benign/benign (163)-rotated1-rotated2.png,train,benign,png,72521,True,224,224,3,RGB,PNG,8,c2b55e663d2f96d968092226cdf7af2d,3f7ce9ea1d48e3879c56ca002403c81a7534bb8def72ef4dacba89458970af64,1b35958ea6260307,benign (163),rotated1|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-7d5541dfa6a2,True
train/benign/benign (163)-rotated1-sharpened.png,train,benign,png,104777,True,224,224,3,RGB,PNG,8,c11c1d1627d3c5de1854a67f4a94f717,c880702b97e7ae0643fa370f9e313f9bdd0f687de85e8561e533296737de1581,1f588a2606060e0d,benign (163),rotated1|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-1e36cc01b0e3,True
train/benign/benign (163)-rotated1.jpg,train,benign,jpg,18835,True,224,224,3,RGB,JPEG,8,990700513a413fb93bfbb690190817d8,0890ca10721415a7d054c8aa5f5138f21877be4c11eb55278cc3721bcb343267,6892c4ae26a68686,benign (163),rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-1e36cc01b0e3,True
train/benign/benign (163)-rotated1.png,train,benign,png,80755,True,224,224,3,RGB,PNG,8,f12c213bbc1ed0dc7b6f3d343061f98e,d025aca45d0b69a0c0aaff735b6862bde75b22e56c21e82b1af1786edc42a936,6d92c6ae06068e07,benign (163),rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-1e36cc01b0e3,True
train/benign/benign (163)-rotated2-rotated1.png,train,benign,png,74295,True,224,224,3,RGB,PNG,8,c27b4c8dd16cd0094e75239f0594d525,1ec75a20d96b525fb77d21fed4c7a20a89cfcc329ddecb3a0e5c9827daa14653,032d6dcfa7995323,benign (163),rotated2|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,,True
train/benign/benign (163)-rotated2-rotated2.png,train,benign,png,73675,True,224,224,3,RGB,PNG,8,00381217111f289d06471398bb85d515,4a45abb20e90139d0bff976a97b9603373083b57c41401857f5dcd289177d938,2f3344ae26a68707,benign (163),rotated2|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,,True
train/benign/benign (163)-rotated2-sharpened.png,train,benign,png,103359,True,224,224,3,RGB,PNG,8,bffbe2e8512576772ac59f8ca6ef6d00,125d5519b6ca1acdced2e8ccc0cfb11f5ec743cb158696b161bcb9f50a8e03e0,1365148ea7b74343,benign (163),rotated2|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,,True
train/benign/benign (163)-rotated2.jpg,train,benign,jpg,18676,True,224,224,3,RGB,JPEG,8,578b92b4f429360feeace52306967da7,9fe651e1a23baf9e52c67f907bc499a41006626d9210b866d3984255cb21b597,1f58822606060e0d,benign (163),rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-1e36cc01b0e3,True
train/benign/benign (163)-rotated2.png,train,benign,png,86251,True,224,224,3,RGB,PNG,8,9b2ddcd716999cda5a8a57c7b45d2de9,98936dc0fdf6be3450590659cd3639cb54af57bc7b087eec6946fbcd3db2d9a7,68b284ae26a68606,benign (163),rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-1e36cc01b0e3,True
train/benign/benign (163)-sharpened-rotated1.png,train,benign,png,106513,True,224,224,3,RGB,PNG,8,c05025ac390157d94b22f01a9ff405d9,252e132c92682d4bb0900b37141f033094f8e3075e2058c2f1d6f152aa1fbbbf,6d1a86a606068e07,benign (163),sharpened|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-1e36cc01b0e3,True
train/benign/benign (163)-sharpened-rotated2.png,train,benign,png,108095,True,224,224,3,RGB,PNG,8,4dd9b509ef4df8a5b2cb64eeb84ebadf,5101e7a6d21cc5b2ae443832ce85aa794df4bd4fd4c99ff6cc4cc08665689d7a,6c92c4ae26268e06,benign (163),sharpened|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-1e36cc01b0e3,True
train/benign/benign (163)-sharpened-sharpened.png,train,benign,png,132762,True,224,224,3,RGB,PNG,8,f896e25e0bd4ca81b38936b066056536,52ad27e9f28efd3f3a3e553507782eb25a26545b4d1ec8d57089046e77b7e927,68b284ae26a68686,benign (163),sharpened|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-1e36cc01b0e3,True
train/benign/benign (163)-sharpened.jpg,train,benign,jpg,32104,True,224,224,3,RGB,JPEG,8,7542ab20ead570ca44b0e9f8f24687c8,fb89a7282408a15d5c1b79a12c89c0f94f071f113fb17c77601352a654401a6b,68b284ae26a68606,benign (163),sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-1e36cc01b0e3,True
train/benign/benign (163)-sharpened.png,train,benign,png,116323,True,224,224,3,RGB,PNG,8,1e1d20aedeec577e8f99d30832c017b8,3b271b31eac6de14002aebf7ae1306bc0bcfd4420b129a207eb7b93cbd8ff64d,68b284ae26a68686,benign (163),sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-1e36cc01b0e3,True
train/benign/benign (163).png,train,benign,png,52686,True,227,227,3,RGB,PNG,8,fff7ee2861192a99206163f4649c048a,b8cb1ee7db91446394db7a0be9ff4df77c2f9ad9bcbe8bc7c7d505a2448459bc,68b284ae26a68606,benign (163),,strong,inferred_from_filename_not_verified_identifier,,near-1e36cc01b0e3,True
train/benign/benign (164)-rotated1-rotated1.png,train,benign,png,73340,True,224,224,3,RGB,PNG,8,fbeedce7bba21c93b88dfd687b75cb14,1387c8d713da71842b76e7b0fba9c4a610d7960693c12aac9773809e0ad147c2,1780020c07078707,benign (164),rotated1|rotated1,confirmed,inferred_from_filename_not_verified_identifier,,near-866a9d585646,True
train/benign/benign (164)-rotated1-rotated2.png,train,benign,png,68667,True,224,224,3,RGB,PNG,8,7b26651b8857e7d3a03514b2e877eb7c,74a56402a071c9e83a8c730b46ec9d9dc2eeabdf88ee11977d7470db79490dce,0b21850f07030303,benign (164),rotated1|rotated2,confirmed,inferred_from_filename_not_verified_identifier,,near-866a9d585646,True
train/benign/benign (164)-rotated1-sharpened.png,train,benign,png,101446,True,224,224,3,RGB,PNG,8,fd4a2051c6812cf9dd156d3da889e9c9,28c707ee24e74bcc2cc22d0fb20ce3522593f2521e8c77c6674c899481936447,1780020c07078707,benign (164),rotated1|sharpened,confirmed,inferred_from_filename_not_verified_identifier,,near-866a9d585646,True
